passenger_id,first_name,last_name,frequent_flyer,weight,travel_style,baggage_count,check_in_preference,hair,eyes,skin_tone,clothes
P1127,Oliver,Mitchell,NO,1,LEISURE,2,DESK,blonde,blue,tone_6,red
P1128,Riya,Chopra,NO,1,SOLO,1,DESK,brunette_f,blue,tone_4,olive+green
P1129,Soyeon,Dubois,NO,2,LEISURE,2,KIOSK,brunette,black,tone_2,blue
P1130,Navdeep,Khalil,NO,1,LEISURE,0,ONLINE,brunette,black,tone_5,suit
P1131,Vihaan,Malik,NO,2,SOLO,1,DESK,black,black,tone_6,red
P1132,Alfie,Lewandowski,NO,2,LEISURE,1,ONLINE,brunette_f,black,tone_3,suit
P1133,Yusuf,Campbell,NO,2,LEISURE,0,ONLINE,black,black,tone_1,blue
P1134,Cameron,Gill,NO,1,FAMILY,2,DESK,black,black,tone_5,suit
P1135,Khalid,Sidhu,NO,1,LEISURE,1,DESK,brunette_f,blue,tone_6,olive+green
P1136,Nia,Dubois,NO,1,SOLO,1,DESK,brunette,blue,tone_4,red
P1137,Ronan,Camara,NO,1,LEISURE,1,ONLINE,black,black,tone_6,red
P1138,Bao,Stewart,NO,2,BUSINESS,1,DESK,black,black,tone_5,red
P1139,Ayaan,Nowak,YES,8,BUSINESS,0,ONLINE,blonde,blue,tone_5,suit
P1140,Nhi,Cho,NO,1,BUSINESS,0,ONLINE,black_f,blue,tone_2,olive+green
P1141,Isabella,Eze,NO,1,LEISURE,1,DESK,brunette_f,black,tone_4,suit
P1142,Lena,Petit,NO,1,FAMILY,2,ONLINE,black_f,black,tone_4,red
P1143,Gurleen,Cho,NO,2,LEISURE,0,DESK,black,blue,tone_1,red
P1144,Louis,Green,NO,1,SOLO,1,DESK,blonde_f,blue,tone_3,blue
P1145,Priya,Boateng,NO,2,LEISURE,1,ONLINE,black,blue,tone_2,red
P1146,Ishaan,Ali,NO,3,FAMILY,3,KIOSK,blonde,blue,tone_3,red
P1147,Aoife,Ricci,NO,2,SOLO,1,ONLINE,black_f,blue,tone_2,red
P1148,Ruby,Muller,NO,1,FAMILY,3,DESK,blonde,blue,tone_1,suit
P1149,Matteo,Anderson,NO,2,LEISURE,1,ONLINE,brunette_f,black,tone_5,olive+green
P1150,Camila,Muller,NO,1,LEISURE,1,ONLINE,black,blue,tone_5,red
P1151,Aiko,Weber,NO,1,FAMILY,3,DESK,black_f,blue,tone_5,olive+green
P1152,Kwame,Evans,NO,1,BUSINESS,1,ONLINE,black,black,tone_2,suit
P1153,Sakura,Tran,NO,2,BUSINESS,1,KIOSK,black_f,black,tone_3,olive+green
P1154,Aanya,Jung,NO,1,LEISURE,0,ONLINE,blonde,black,tone_2,red
P1155,Valentina,Byrne,NO,1,SOLO,1,ONLINE,black,blue,tone_5,suit
P1156,Abena,Moretti,NO,3,FAMILY,1,ONLINE,blonde,black,tone_1,red
P1157,Priya,Romano,NO,2,FAMILY,2,DESK,black,blue,tone_1,blue
P1158,Hamza,Kaur,YES,5,LEISURE,1,KIOSK,black,black,tone_5,red
P1159,Jisoo,Bui,NO,1,FAMILY,2,KIOSK,blonde_f,blue,tone_4,red
P1160,Jack,Mahmood,NO,1,FAMILY,1,DESK,blonde_f,black,tone_4,suit
P1161,Linh,Gill,NO,2,LEISURE,0,ONLINE,black,blue,tone_5,blue
P1162,Matteo,Reed,NO,2,LEISURE,1,ONLINE,blonde_f,blue,tone_6,suit
P1163,Luke,Haddad,NO,2,LEISURE,0,ONLINE,brunette,blue,tone_3,blue
P1164,Noor,Bamba,NO,2,LEISURE,0,DESK,black_f,blue,tone_2,red
P1165,Kofi,Schneider,NO,2,LEISURE,1,KIOSK,black_f,black,tone_3,red
P1166,Diya,Grant,NO,1,SOLO,1,KIOSK,blonde,black,tone_4,olive+green
P1167,Mandeep,Saleh,NO,1,FAMILY,2,DESK,brunette_f,black,tone_5,blue
P1168,Trang,Akhtar,NO,1,FAMILY,2,DESK,blonde,black,tone_2,blue
P1169,Anh,Brown,NO,3,BUSINESS,0,ONLINE,blonde_f,blue,tone_4,olive+green
P1170,Ade,Kapoor,YES,8,LEISURE,1,KIOSK,black_f,blue,tone_6,red
P1171,Evie,Kaur,NO,1,LEISURE,1,KIOSK,brunette_f,black,tone_1,blue
P1172,Chidi,Schneider,NO,1,BUSINESS,1,KIOSK,black,black,tone_6,suit
P1173,Mariam,Zhou,YES,7,BUSINESS,0,KIOSK,blonde,blue,tone_2,blue
P1174,Samar,Murphy,NO,1,SOLO,1,DESK,black,black,tone_6,suit
P1175,Khalid,Malhotra,NO,2,FAMILY,2,DESK,brunette,blue,tone_1,olive+green
P1176,Karim,Toure,NO,1,LEISURE,1,ONLINE,blonde,black,tone_3,suit
P1177,Navdeep,Takahashi,NO,1,FAMILY,2,DESK,brunette_f,blue,tone_2,olive+green
P1178,Rohan,Dubois,YES,10,FAMILY,2,DESK,black_f,blue,tone_4,blue
P1179,Lucie,Tran,NO,3,SOLO,1,ONLINE,brunette,blue,tone_1,olive+green
P1180,Oliver,Kelly,NO,3,LEISURE,1,DESK,blonde_f,blue,tone_5,blue
P1181,William,Parker,NO,2,LEISURE,0,ONLINE,blonde_f,black,tone_2,olive+green
P1182,Oisin,Francis,NO,1,FAMILY,2,DESK,black_f,blue,tone_4,olive+green
P1183,Santiago,Petit,NO,1,BUSINESS,1,ONLINE,blonde_f,blue,tone_1,red
P1184,Noah,Reddy,NO,1,SOLO,1,ONLINE,blonde,black,tone_5,suit
P1185,Ahmed,Gupta,YES,10,BUSINESS,1,DESK,blonde,blue,tone_3,olive+green
P1186,Harpreet,Petit,NO,3,LEISURE,0,DESK,brunette_f,black,tone_2,suit
P1187,Jelani,Eze,NO,1,LEISURE,1,DESK,blonde_f,black,tone_1,blue
P1188,Joon,Gill,NO,1,LEISURE,2,ONLINE,blonde_f,black,tone_4,suit
P1189,Lena,Fofana,NO,2,BUSINESS,1,ONLINE,blonde,black,tone_4,suit
P1190,Casey,Schneider,NO,1,FAMILY,2,ONLINE,blonde,black,tone_2,olive+green
P1191,Yuki,Kang,NO,1,LEISURE,1,KIOSK,black_f,blue,tone_3,suit
P1192,Ming,Balogun,NO,3,LEISURE,2,DESK,blonde_f,black,tone_3,olive+green
P1193,Hyejin,Balogun,NO,1,BUSINESS,1,KIOSK,black,blue,tone_5,suit
P1194,Karan,Traore,NO,2,SOLO,1,ONLINE,brunette_f,black,tone_5,olive+green
P1195,Priya,Adeyemi,NO,1,LEISURE,0,DESK,black,blue,tone_2,suit
P1196,Kenji,Adams,NO,1,LEISURE,1,DESK,brunette_f,black,tone_5,suit
P1197,Femi,Kaur,NO,1,BUSINESS,1,DESK,black_f,black,tone_3,blue
P1198,Akira,Fischer,NO,1,SOLO,1,DESK,black,blue,tone_1,olive+green
P1199,James,Foster,YES,10,LEISURE,0,ONLINE,black,blue,tone_1,red
P1200,Ella,Francis,NO,1,LEISURE,1,ONLINE,blonde,black,tone_1,suit
P1201,Kabir,Takahashi,NO,3,LEISURE,2,ONLINE,black,blue,tone_6,red
P1202,Diya,White,NO,3,BUSINESS,1,ONLINE,blonde_f,black,tone_1,olive+green
P1203,Navdeep,Zielinski,NO,2,LEISURE,0,DESK,blonde,blue,tone_1,suit
P1204,Jian,Garcia,NO,1,BUSINESS,1,ONLINE,blonde_f,blue,tone_1,blue
P1205,Jun,Adeyemi,NO,1,SOLO,0,ONLINE,black,blue,tone_6,suit
P1206,Felix,Moreau,NO,1,SOLO,0,DESK,brunette_f,black,tone_4,red
P1207,Isha,Petit,NO,1,LEISURE,1,DESK,black,black,tone_3,suit
P1208,Isabella,Bamba,NO,2,SOLO,1,KIOSK,blonde,black,tone_2,blue
P1209,Krish,Ali,YES,8,LEISURE,1,ONLINE,brunette_f,blue,tone_2,red
P1210,Poppy,Takahashi,NO,1,LEISURE,1,DESK,black_f,black,tone_1,red
P1211,Priya,Hall,NO,3,LEISURE,1,DESK,blonde_f,blue,tone_3,suit
P1212,Ruby,Wilson,NO,1,LEISURE,1,ONLINE,brunette,black,tone_3,olive+green
P1213,Kabir,Walker,NO,1,LEISURE,1,ONLINE,brunette_f,black,tone_1,suit
P1214,Minho,Byrne,YES,9,LEISURE,1,KIOSK,black,blue,tone_1,blue
P1215,Jaspreet,Lopez,NO,1,SOLO,0,ONLINE,blonde,blue,tone_6,red
P1216,Cameron,Kaminski,YES,5,BUSINESS,1,ONLINE,blonde,blue,tone_1,suit
P1217,Sophia,Taylor,NO,1,LEISURE,1,ONLINE,black,black,tone_1,olive+green
P1218,Jordan,Robinson,YES,9,LEISURE,2,KIOSK,blonde_f,blue,tone_6,red
P1219,Karan,Fofana,NO,1,BUSINESS,0,ONLINE,blonde_f,black,tone_3,suit
P1220,Ananya,Mahmood,NO,3,SOLO,1,ONLINE,brunette_f,black,tone_6,suit
P1221,Anh,Kang,NO,3,SOLO,1,ONLINE,blonde_f,black,tone_5,suit
P1222,Tunde,Joshi,NO,2,LEISURE,1,DESK,brunette,black,tone_5,red
P1223,Georgia,Verma,NO,2,FAMILY,3,ONLINE,brunette_f,blue,tone_3,suit
P1224,Oisin,Weber,NO,3,SOLO,1,DESK,brunette,blue,tone_2,suit
P1225,Ade,Byrne,YES,10,LEISURE,1,DESK,blonde_f,black,tone_5,suit
P1226,Nisha,Morgan,YES,10,LEISURE,0,ONLINE,black,blue,tone_2,blue
P1227,Veer,Diallo,YES,5,FAMILY,2,ONLINE,brunette_f,blue,tone_4,red
P1228,Arthur,Watson,YES,9,LEISURE,2,ONLINE,blonde,blue,tone_6,olive+green
P1229,Harpreet,Xu,NO,1,LEISURE,1,KIOSK,brunette,blue,tone_3,blue
P1230,Isabella,Yang,NO,2,LEISURE,2,ONLINE,brunette_f,blue,tone_3,red
P1231,Minji,Thomas,NO,1,FAMILY,2,DESK,black,black,tone_4,blue
P1232,David,Foster,YES,10,FAMILY,1,ONLINE,blonde,black,tone_4,suit
P1233,Dhruv,O'Brien,YES,5,SOLO,1,ONLINE,brunette_f,blue,tone_4,blue
P1234,Henry,Saleh,NO,1,LEISURE,2,ONLINE,blonde_f,blue,tone_6,blue
P1235,Sebastian,Green,NO,1,LEISURE,2,DESK,brunette,blue,tone_1,red
P1236,Bethany,Asante,YES,10,LEISURE,1,DESK,blonde_f,blue,tone_2,red
P1237,Ayaan,Sow,NO,1,LEISURE,1,KIOSK,brunette,blue,tone_5,red
P1238,Kwame,Watson,NO,1,BUSINESS,0,ONLINE,blonde_f,blue,tone_3,red
P1239,Diya,Haddad,NO,1,LEISURE,2,KIOSK,black,black,tone_3,red
P1240,Hugo,Agyeman,NO,2,FAMILY,2,DESK,brunette_f,black,tone_5,blue
P1241,Ruby,Shah,NO,1,LEISURE,1,KIOSK,blonde_f,black,tone_6,suit
P1242,Benjamin,Kumar,YES,9,LEISURE,1,ONLINE,black,blue,tone_1,blue
P1243,Hao,Owusu,NO,1,LEISURE,0,DESK,black,blue,tone_3,suit
P1244,Jacob,Kapoor,YES,6,LEISURE,0,KIOSK,black,black,tone_2,red
P1245,Lucie,Pham,NO,1,LEISURE,2,ONLINE,blonde_f,black,tone_5,olive+green
P1246,Grace,Ferrari,YES,7,LEISURE,0,ONLINE,blonde,black,tone_2,red
P1247,David,Thompson,NO,1,LEISURE,2,ONLINE,black_f,blue,tone_6,olive+green
P1248,Reyansh,Le,NO,3,LEISURE,1,DESK,black,blue,tone_6,olive+green
P1249,Bao,Davies,NO,1,BUSINESS,0,ONLINE,blonde,blue,tone_2,suit
P1250,Hao,Ahmed,NO,1,BUSINESS,0,ONLINE,brunette_f,black,tone_6,blue
P1251,Charlie,Shah,NO,1,LEISURE,1,ONLINE,black_f,black,tone_6,olive+green
P1252,Kofi,Moreau,NO,2,SOLO,1,ONLINE,blonde,black,tone_5,suit
P1253,Alejandro,Bianchi,YES,6,LEISURE,1,ONLINE,blonde,blue,tone_4,olive+green
P1254,Ronan,Dang,YES,9,BUSINESS,1,ONLINE,black,black,tone_5,blue
P1255,Hana,Okafor,NO,2,LEISURE,0,KIOSK,brunette,black,tone_2,red
P1256,Aoife,Bose,YES,9,SOLO,1,ONLINE,blonde_f,blue,tone_6,red
P1257,Leo,Joshi,NO,2,LEISURE,1,DESK,black,blue,tone_6,olive+green
P1258,Leon,Kim,NO,1,LEISURE,2,DESK,black,blue,tone_3,blue
P1259,Oisin,Nair,NO,1,FAMILY,2,ONLINE,brunette,blue,tone_1,red
P1260,Tomasz,Adams,NO,1,BUSINESS,0,ONLINE,brunette_f,blue,tone_4,blue
P1261,Jacob,Tanaka,NO,2,SOLO,1,ONLINE,brunette,black,tone_2,red
P1262,Victoria,Mitchell,NO,1,BUSINESS,0,KIOSK,black_f,black,tone_3,red
P1263,Camille,Campbell,NO,1,FAMILY,3,DESK,blonde_f,blue,tone_2,olive+green
P1264,Marek,Nair,NO,3,BUSINESS,2,ONLINE,black,blue,tone_3,olive+green
P1265,Anja,Brar,NO,2,SOLO,1,ONLINE,blonde,black,tone_5,olive+green
P1266,Muhammad,Williams,YES,8,BUSINESS,1,ONLINE,brunette,black,tone_3,suit
P1267,Layla,Desai,NO,1,FAMILY,2,ONLINE,black,black,tone_3,suit
P1268,Rahul,Wisniewski,NO,2,BUSINESS,1,KIOSK,black_f,black,tone_2,blue
P1269,Sami,Wu,NO,1,FAMILY,2,KIOSK,blonde_f,blue,tone_1,suit
P1270,Jacob,Kelly,NO,1,BUSINESS,1,ONLINE,brunette,black,tone_1,olive+green
P1271,Aditya,Grant,NO,1,BUSINESS,1,ONLINE,brunette,black,tone_4,red
P1272,Camila,Walsh,YES,5,FAMILY,2,KIOSK,brunette,black,tone_6,olive+green
P1273,Veer,Mahmood,NO,1,LEISURE,0,DESK,brunette_f,blue,tone_3,blue
P1274,Anja,Reed,YES,9,LEISURE,1,DESK,black_f,black,tone_1,olive+green
P1275,Bethany,Brar,NO,1,LEISURE,2,ONLINE,black_f,black,tone_1,blue
P1276,Marek,Bui,NO,1,BUSINESS,1,KIOSK,brunette_f,black,tone_3,blue
P1277,Michael,Esposito,YES,8,LEISURE,0,ONLINE,blonde_f,black,tone_6,blue
P1278,Jack,Johnson,NO,1,LEISURE,0,ONLINE,blonde_f,blue,tone_1,red
P1279,Gabriel,Garcia,NO,1,BUSINESS,1,ONLINE,brunette,blue,tone_6,olive+green
P1280,Orla,Akhtar,NO,1,BUSINESS,1,ONLINE,brunette,blue,tone_1,olive+green
P1281,Imani,Conti,YES,8,SOLO,1,DESK,blonde,black,tone_1,red
P1282,Jack,Ruiz,YES,7,BUSINESS,1,KIOSK,brunette_f,blue,tone_4,red
P1283,Ibrahim,Wu,NO,2,LEISURE,2,DESK,black,blue,tone_2,red
P1284,Arnav,Conti,NO,1,BUSINESS,1,KIOSK,black,black,tone_1,suit
P1285,Chloe,Mehta,NO,1,LEISURE,1,DESK,blonde,black,tone_1,suit
P1286,Jonas,Watanabe,NO,1,LEISURE,1,DESK,brunette,black,tone_6,red
P1287,Marek,Khalil,YES,7,LEISURE,1,DESK,black_f,blue,tone_3,olive+green
P1288,Mei,Brown,NO,1,BUSINESS,1,ONLINE,brunette,blue,tone_1,suit
P1289,Ayaan,Wilson,NO,1,FAMILY,2,KIOSK,black,black,tone_2,blue
P1290,Khalid,O'Brien,YES,7,LEISURE,1,ONLINE,blonde,black,tone_5,red
P1291,Karim,Dhillon,NO,3,SOLO,1,DESK,brunette,blue,tone_2,suit
P1292,Charlie,Desai,YES,6,LEISURE,0,ONLINE,blonde_f,blue,tone_2,olive+green
P1293,Violet,Collins,NO,2,LEISURE,1,DESK,blonde,black,tone_2,suit
P1294,Sota,Mahmood,YES,9,FAMILY,2,DESK,brunette,blue,tone_5,suit
P1295,Mila,Johnson,NO,2,BUSINESS,0,ONLINE,black_f,black,tone_3,red
P1296,Jules,Bose,YES,6,SOLO,1,KIOSK,blonde_f,black,tone_5,red
P1297,Cameron,Tanaka,NO,1,LEISURE,1,KIOSK,brunette,black,tone_6,blue
P1298,Ronan,Johnson,NO,1,LEISURE,0,KIOSK,blonde_f,black,tone_6,olive+green
P1299,Ren,Chen,NO,1,SOLO,1,ONLINE,brunette,blue,tone_1,suit
P1300,Charlotte,Keita,NO,2,LEISURE,0,KIOSK,black,black,tone_4,blue
P1301,Joon,Balogun,YES,8,BUSINESS,0,ONLINE,blonde_f,blue,tone_1,red
P1302,Ngozi,Walsh,NO,1,BUSINESS,1,ONLINE,brunette_f,black,tone_5,suit
P1303,Lily,Adams,YES,8,LEISURE,1,ONLINE,brunette,blue,tone_2,suit
P1304,Alfie,Boateng,NO,1,SOLO,1,ONLINE,brunette,blue,tone_2,suit
P1305,Vivaan,Watanabe,NO,2,BUSINESS,1,ONLINE,black,black,tone_4,olive+green
P1306,Lucie,Taylor,NO,2,FAMILY,1,DESK,blonde_f,blue,tone_4,blue
P1307,Sophia,Ryan,NO,1,SOLO,1,KIOSK,blonde_f,black,tone_4,red
P1308,Trang,Sharma,NO,3,FAMILY,3,DESK,blonde,blue,tone_1,blue
P1309,Riya,Dang,NO,2,BUSINESS,1,ONLINE,brunette_f,black,tone_4,red
P1310,Chiara,Singh,NO,1,BUSINESS,2,ONLINE,brunette_f,black,tone_1,suit
P1311,Kavya,Bernard,NO,2,FAMILY,2,KIOSK,brunette,black,tone_4,suit
P1312,Yuna,Huynh,NO,3,LEISURE,1,ONLINE,black,black,tone_5,red
P1313,Jakub,Watanabe,NO,2,FAMILY,2,KIOSK,blonde_f,black,tone_3,suit
P1314,Linh,Watson,NO,3,BUSINESS,1,KIOSK,brunette_f,blue,tone_5,olive+green
P1315,Thomas,Shah,NO,2,LEISURE,0,ONLINE,black_f,blue,tone_2,olive+green
P1316,Linh,Green,NO,2,LEISURE,2,ONLINE,blonde_f,blue,tone_6,blue
P1317,Chiara,Romano,NO,1,SOLO,0,ONLINE,brunette_f,blue,tone_4,blue
P1318,Emily,Mehta,NO,3,FAMILY,1,DESK,blonde_f,black,tone_3,red
P1319,Nisha,Yang,YES,9,FAMILY,3,DESK,blonde_f,black,tone_6,red
P1320,Oliver,Wisniewski,NO,2,FAMILY,2,DESK,brunette_f,black,tone_2,blue
P1321,Khalid,Byrne,YES,5,LEISURE,0,DESK,brunette_f,blue,tone_3,suit
P1322,Neil,Jung,NO,2,LEISURE,0,ONLINE,brunette,blue,tone_6,suit
P1323,Femi,Garcia,NO,1,LEISURE,0,ONLINE,black,blue,tone_5,olive+green
P1324,Harry,Cho,NO,1,BUSINESS,1,KIOSK,blonde,blue,tone_3,red
P1325,Omar,Adams,NO,3,FAMILY,2,DESK,brunette_f,blue,tone_5,olive+green
P1326,Avery,Chen,NO,3,LEISURE,1,KIOSK,blonde_f,blue,tone_3,red
P1327,Kwame,Doyle,NO,1,LEISURE,1,ONLINE,brunette_f,black,tone_3,red
P1328,Samar,Rao,NO,1,LEISURE,1,DESK,brunette_f,blue,tone_6,red
P1329,Gurleen,Davies,NO,2,FAMILY,2,KIOSK,blonde,blue,tone_1,suit
P1330,Diego,Rahman,NO,2,FAMILY,2,ONLINE,brunette_f,blue,tone_3,blue
P1331,Cian,Evans,NO,2,BUSINESS,0,ONLINE,blonde,black,tone_4,red
P1332,Joon,Schneider,NO,1,LEISURE,1,ONLINE,blonde_f,blue,tone_1,blue
P1333,Morgan,Scott,NO,2,LEISURE,0,ONLINE,black,blue,tone_3,suit
P1334,Jacob,Bernard,YES,10,LEISURE,1,DESK,blonde,blue,tone_5,suit
P1335,Imran,Clarke,NO,1,BUSINESS,0,ONLINE,black,blue,tone_5,suit
P1336,Manpreet,Khalil,YES,8,LEISURE,0,ONLINE,brunette,black,tone_3,suit
P1337,Jacob,Pham,YES,6,BUSINESS,0,ONLINE,blonde_f,black,tone_2,red
P1338,Vivaan,Gray,NO,2,LEISURE,0,ONLINE,brunette_f,black,tone_2,suit
P1339,Hao,Bianchi,NO,2,LEISURE,1,DESK,brunette,black,tone_1,red
P1340,Jules,Kumar,YES,9,LEISURE,1,ONLINE,blonde,blue,tone_6,suit
P1341,David,Gupta,NO,1,FAMILY,2,KIOSK,brunette,blue,tone_4,olive+green
P1342,Jonas,Durand,NO,1,LEISURE,1,KIOSK,brunette_f,blue,tone_3,red
P1343,Khalid,Vu,YES,8,LEISURE,0,DESK,black_f,blue,tone_4,suit
P1344,Lena,Watanabe,NO,1,LEISURE,1,DESK,black_f,blue,tone_5,suit
P1345,Marco,Gray,NO,2,SOLO,1,ONLINE,blonde,blue,tone_1,red
P1346,Avery,Adeyemi,YES,8,BUSINESS,0,ONLINE,black_f,blue,tone_3,red
P1347,Eoin,Vu,NO,2,LEISURE,2,DESK,blonde_f,blue,tone_2,blue
P1348,Tariq,Walsh,YES,9,BUSINESS,1,ONLINE,blonde,black,tone_2,blue
P1349,Greta,Kang,YES,7,BUSINESS,1,ONLINE,brunette,blue,tone_3,olive+green
P1350,Jun,Iqbal,NO,1,FAMILY,1,DESK,black,blue,tone_5,olive+green
P1351,Kojo,Chopra,NO,2,SOLO,1,ONLINE,blonde,blue,tone_5,blue
P1352,Amara,Richards,NO,1,BUSINESS,1,ONLINE,brunette_f,blue,tone_5,blue
P1353,Noah,Ruiz,NO,1,FAMILY,3,DESK,brunette_f,black,tone_3,olive+green
P1354,Emeka,Bose,NO,1,BUSINESS,1,ONLINE,black_f,blue,tone_5,olive+green
P1355,Thao,Stewart,NO,1,BUSINESS,0,ONLINE,brunette,blue,tone_4,red
P1356,Louis,Kumar,NO,1,BUSINESS,1,ONLINE,brunette,black,tone_1,red
P1357,Hamza,Akhtar,NO,1,BUSINESS,0,KIOSK,blonde,blue,tone_5,olive+green
P1358,Karan,Doyle,NO,3,LEISURE,1,DESK,black,blue,tone_4,red
P1359,Valentina,Takahashi,NO,1,LEISURE,1,ONLINE,brunette_f,black,tone_6,blue
P1360,Molly,Keita,NO,1,LEISURE,1,KIOSK,black_f,black,tone_4,blue
P1361,Trang,Sow,NO,1,LEISURE,1,ONLINE,black_f,black,tone_6,suit
P1362,Avery,Kim,YES,9,BUSINESS,0,ONLINE,blonde,black,tone_3,red
P1363,Alejandro,Petit,NO,1,FAMILY,2,DESK,black_f,black,tone_6,blue
P1364,Adam,Ito,NO,1,SOLO,1,ONLINE,black_f,blue,tone_1,blue
P1365,Nari,Carter,YES,8,LEISURE,1,KIOSK,brunette_f,blue,tone_5,blue
P1366,Yuki,Xu,NO,1,LEISURE,1,DESK,black,black,tone_1,suit
P1367,Ibrahim,Grant,NO,2,BUSINESS,1,ONLINE,black,blue,tone_5,suit
P1368,Evie,Shah,NO,1,FAMILY,1,ONLINE,blonde_f,black,tone_4,olive+green
P1369,Manon,Anderson,NO,1,LEISURE,1,ONLINE,blonde,blue,tone_2,red
P1370,Valentina,Yamamoto,NO,1,SOLO,0,ONLINE,black_f,blue,tone_5,olive+green
P1371,Reyansh,Chopra,NO,3,BUSINESS,1,ONLINE,black,black,tone_6,blue
P1372,Noor,Gomez,NO,1,LEISURE,1,DESK,brunette,blue,tone_6,suit
P1373,Amara,Sidhu,NO,2,FAMILY,1,ONLINE,brunette,blue,tone_3,suit
P1374,Karan,Walker,NO,1,SOLO,1,ONLINE,black_f,blue,tone_1,red
P1375,Sakura,Rodriguez,NO,3,BUSINESS,1,ONLINE,brunette,blue,tone_3,suit
P1376,Sam,Nowak,NO,2,SOLO,0,DESK,blonde,black,tone_2,red
P1377,Navdeep,Malik,NO,2,FAMILY,3,ONLINE,brunette,blue,tone_5,suit
P1378,George,Eze,NO,2,LEISURE,1,KIOSK,brunette,blue,tone_6,olive+green
P1379,Giulia,Parker,YES,7,LEISURE,1,ONLINE,blonde_f,blue,tone_1,olive+green
P1380,Ade,Howard,NO,1,LEISURE,1,KIOSK,brunette,blue,tone_3,suit
P1381,Morgan,Williams,NO,1,FAMILY,2,DESK,black_f,black,tone_1,red
P1382,Casey,Verma,NO,2,LEISURE,2,KIOSK,brunette,blue,tone_2,red
P1383,Olivia,Jones,YES,9,BUSINESS,1,ONLINE,brunette_f,blue,tone_4,suit
P1384,Ibrahim,Jones,NO,2,LEISURE,2,DESK,blonde,blue,tone_2,suit
P1385,Zofia,Dubois,NO,3,LEISURE,1,ONLINE,black_f,blue,tone_3,blue
P1386,David,Sharma,NO,1,FAMILY,2,KIOSK,brunette_f,black,tone_1,suit
P1387,Malik,Roberts,NO,3,LEISURE,1,KIOSK,blonde,blue,tone_5,olive+green
P1388,Dev,Green,NO,3,BUSINESS,0,KIOSK,brunette,blue,tone_2,suit
P1389,Layla,Murphy,NO,2,LEISURE,1,DESK,brunette,blue,tone_4,suit
P1390,Casey,Adams,NO,2,BUSINESS,1,ONLINE,black,blue,tone_6,suit
P1391,Aarav,Bailey,NO,3,LEISURE,1,DESK,black_f,black,tone_3,blue
P1392,Dev,Fofana,NO,2,LEISURE,1,DESK,black_f,black,tone_2,blue
P1393,Lucie,Camara,NO,1,SOLO,0,KIOSK,black_f,black,tone_1,olive+green
P1394,Evie,Adams,NO,1,LEISURE,1,KIOSK,black,black,tone_3,red
P1395,Ayaan,Muller,NO,1,BUSINESS,1,ONLINE,black,black,tone_3,red
P1396,Nari,Bose,NO,2,LEISURE,1,ONLINE,blonde,blue,tone_2,olive+green
P1397,Meera,Bernard,NO,1,FAMILY,2,DESK,black,black,tone_4,suit
P1398,Aanya,Parker,NO,1,LEISURE,2,ONLINE,brunette_f,black,tone_4,olive+green
P1399,Minh,Shah,NO,2,LEISURE,1,DESK,brunette,blue,tone_6,suit
P1400,Minji,Jones,NO,1,LEISURE,1,DESK,black,blue,tone_3,olive+green
P1401,Ayana,Yoon,NO,1,LEISURE,1,KIOSK,black_f,blue,tone_1,red
P1402,Meera,Green,NO,1,FAMILY,1,DESK,brunette,blue,tone_5,blue
P1403,Marco,Ricci,YES,5,FAMILY,2,DESK,black_f,blue,tone_2,blue
P1404,Ava,Jimenez,YES,9,FAMILY,2,DESK,black_f,blue,tone_5,red
P1405,Jonas,Campbell,NO,2,SOLO,1,KIOSK,black,black,tone_4,red
P1406,Nari,Young,YES,10,FAMILY,1,ONLINE,brunette,black,tone_1,suit
P1407,Violet,Ali,NO,1,FAMILY,2,ONLINE,blonde,blue,tone_1,red
P1408,Sebastian,Garcia,YES,7,FAMILY,2,DESK,blonde,black,tone_6,blue
P1409,Sophie,Lee,NO,2,SOLO,1,KIOSK,black_f,blue,tone_5,red
P1410,Sophie,Wilson,NO,1,LEISURE,0,DESK,black,blue,tone_5,olive+green
P1411,Sakura,Lee,YES,5,LEISURE,1,ONLINE,brunette_f,blue,tone_3,blue
P1412,Jian,Camara,NO,2,LEISURE,1,KIOSK,brunette,blue,tone_1,blue
P1413,Dev,Kone,NO,1,LEISURE,0,KIOSK,brunette,blue,tone_1,red
P1414,Jisoo,Tanaka,NO,1,LEISURE,2,ONLINE,black,black,tone_4,blue
P1415,Manon,Malik,NO,3,LEISURE,1,KIOSK,brunette_f,blue,tone_2,blue
P1416,Michael,Zielinski,NO,1,FAMILY,2,KIOSK,blonde_f,black,tone_2,blue
P1417,Jacob,Russell,NO,2,SOLO,1,ONLINE,blonde_f,blue,tone_4,olive+green
P1418,Poppy,Tanaka,NO,3,SOLO,1,ONLINE,blonde,black,tone_2,red
P1419,Oisin,Moreau,NO,1,FAMILY,3,DESK,blonde,blue,tone_3,olive+green
P1420,Aiko,Yang,NO,2,BUSINESS,1,ONLINE,blonde,blue,tone_5,olive+green
P1421,Oliver,Lopez,NO,1,SOLO,1,KIOSK,brunette,black,tone_6,olive+green
P1422,Trang,Petit,NO,2,FAMILY,2,ONLINE,blonde_f,blue,tone_5,olive+green
P1423,Aanya,Howard,NO,3,LEISURE,1,KIOSK,brunette,black,tone_1,blue
P1424,Nadia,Desai,NO,2,LEISURE,1,DESK,brunette_f,blue,tone_3,blue
